text,label
Operating profit rose by to EUR million,1
mbm resources 1q net profit drops due to oneoff gain last year,0
fed raises rates unveils balance sheet cuts in sign of confidence,1
Operating profit totalled EUR mn down from EUR mn year earlier,0
lg display struggles for footing after lcd forecasting error leads to crisis,1
police seize handbags clothes gifts from najib s residence lawyer,1
Fears Primark growth starting to falter,0
immediate hurdle for green packet at sen says alliancedbs research,0
We pleased with efforts of both negotiating teams and look forward to productive four years ahead,1
Unilever profit rises despite sales slump in China,1
In Baltic countries sales fell by and in Russia by in terms of euros and by in terms of local currency,0
tmc life sciences parent thomson medical inks jv with ivirma global for assisted reproductive technologies,1
Loss after financial items totalled EUR mn compared to profit of EUR mn in corresponding period in,0
bond pricing agency malaysia asean bond market valued at us1229 tril,1
UPDATE 1AstraZeneca buys ZS Pharma for billion pips Actelion,1
Travis Perkins to create jobs,1
Many of commercial vessels got stuck in narrow Bay of Bothnia where ice thicker and around Aaland islands,0
kuala lumpur up places as most expensive city for expatriates,0
Diageo and Carlsberg hit as Russians suffer from oil price collapse and rouble,0
Sales at Tiimari business went down by to EUR million while Gallerix stores saw growth to EUR million,0
perak transit active up on leasehold land and office building purchase,1
solutions will used for upgrading networks of Russian MSO in different cities in Russia,1
Randgold Resources third quarter profit slips despite record production,0
Failure of leadership behind Tesco troubles says former CEO Leahy,0
mgrc to open two new pathology labs by end of,1
Stora Enso Oyj largest papermaker in October said it would close four mills,0
sgx launches net total return futures for largest emerging markets in asia,1
Operating loss amounted to EUR mn compared to profit of EUR mn in second quarter of,0
prestar s earnings almost triple in 1q thanks to wider margin,1
mas takes action against standard chartered coutts and former goldman director for 1mdbrelated breaches,0
state of nation bank negara malaysia annual report reducing household debt uphill battle,0
superlon profit target hit with gains in market days says alliancedbs research,0
through service of FESCO telling example of strengthening relationship between logistics companies and operators at international level,1
fajarbaru s rica residence sentul taken up prior to launch,1
Finnish cutlery and hand tools maker Fiskars Oyj Abp HEL FISAS said today its net profit rose to EUR million USD m in third quarter of from EUR million year earlier,1
pnb says it s not ponzi scheme while ammb denies 1mdb factor in failed merger talks,0
exbsi banker yeo takes stand on 8th day of trial claims he just taking instructions,0
raffles education swings back into black in fy18 on higher net fair value gain,1
midf said to win approval to name khazanah veteran as group md,1
misc s 4q net profit falls declares sen dividend,0
There companies which ready to invest their own funds in this deal such as Rostelecom RTS RTKM,1
malaysia s economy to see discernible boost from obor projects hsbc,1
And US energy executives say high steel prices threatening energy exploration,0
Sales in Finland rose by and international growth,1
mapletree greater china commercial trust to catch rising sun in japan,1
marco polo marine gets nod to proceed with s50 mil note restructuring,1
parkson returns to profit in 2q after four quarterly losses on disposal gain,1
oil surges as us pushes allies to halt imports of iranian crude,1
epf s shahril ridza khazanah new md confirms edge financial daily report,1
malaysia s july palm oil exports fall pct amspec malaysia,0
AstraZeneca weighing up Acerta bid to secure blood cancer drug,1
Oil majors like Royal Dutch Shell Chevron BP fail to find reserves to counter,0
Pioneer Library System one of libraries municipalities arts culture and higher education and science organizations to awarded grants to participate in Big Read largest federal reading program in US history,1
oil rises on us rig count market also up on week and month,1
malaysian it spending to reach rm644 billion in says gartner,1
Peer Peugeot fell pct as its sales rose only pct from same period last year,0
AstraZeneca to Buy ZS Pharma for Billion,1
hospital operators wellpositioned to retain economic profit says affin hwang capital,1
Barclays hit with record fine as six banks settle forex scandal,0
EBIT excluding nonrecurring items totalled EUR mn up from EUR mn,1
reduction notice applied to people,0
sunway shares hit record high on bonus issue plan to list healthcare unit,1
effect of savings will noticeable as of beginning of,1
technology ma saw notable westtoeast value shift in here s why,1
stone master tomorrow s egm called by major shareholder invalid,0
th heavy engineering says new ceo will shape company into robust entity,1
higher net finance costs drag down astro s 1q net profit group declares sen dividend,1
rht health trust declares 2q dpu of s pore cents gets offer from fortis to acquire entire portfolio,1
Aldi and Lidl expansion plans speed ahead as Tesco Sainsburys Morrisons,1
Operating loss amounted to EUR mn in first half of compared to profit of EUR mn in first half of,0
Rio Approves Billion Oyu Tolgoi Copper Mine Expansion,1
volkswagen group malaysia aims to surpass sales record this year,1
dbs emerges as deutsche bank s only buy in challenging bank sector,1
Through acquisition Solteq will expand its solutions offering by Microsoft s Dynamics business software products,1
company estimates that trend in demand for sports equipment will steady in Amer s report said,1
bank negara unit myclear targets jompay biller growth by,1
japan eyes bigger tax breaks for firms that hike wages sources,1
Industry NewsRevenue earnings take tumble at Weir Group,0
felda global stabilises gains as idris jala named to oversee internal probe,1
Britains FTSE gets lift from Prudential results,1
klci poised to close lower in line with weaker regional markets,1
Early victory for new CEO as Morrisons beats forecasts,1
Centrica share price British Gas under fire despite price cut,0
chinese imports to us ports start peaking early amid tariff threat,0
iTunesbased material will accessible on Windowsbased or Macintosh computers and transferable to portable devices including Apple s iPods,1
Hargreaves weathers torrid ISA season and Brexit fears,0
moody s malaysian sukuk ratings reflect underlying corporates credit quality,1
Earnings per share EPS amounted to loss of EUR0,0
Shell challenges Exxon dominance with billionpound bid for BG,0
owners need to know mistakes they can t afford to make,0
RBS chairman admits surprise at size of regulatory penalties,0
AstraZeneca wins US approval for longer use of blood thinner,1
Sports equipment sales also progressed well owing to prolonged winter season,1
Diageo offloads major wine interests,0
total number of filling stations on decrease recently,0
Pretax loss totalled EUR mn compared to loss of EUR mn in corresponding period in,0
offer premium for global logistic properties in line with past privatisations uob,1
shrewder view on chinese investments not blanket rejection jomo,1
borrower happy to do roadshow and this paid off as hit ratio from it high,1
TalkTalk hires BAE Systems to investigate cyber attack,0
ADP News Feb Finnish broadband data communication systems and solutions company Teleste Oyj HEL TLT1V said today its net profit decreased to EUR million USD m for from EUR million for,0
GSK announced in November that it would close its operations in Dartford,0
zerorated gst on basic food stuff like soybased and organic babies and children s milk dhal brown sugar and dry mee kolok,1
Kraft Cadburys and Britvic in Total Recall how pulling product affects profit,0
IH in move to enhance growth,1
UPMKymmene one of world s leading printing paper producers with production in countries and sales network covering more than companies,1
bank of korea holds rates for 9th mth in march as expected,1
Dolce Gabbana asked European Union to declare Marimekko Corporation s Unikko floral pattern trademark invalid in continuing dispute between two companies,0
hartalega looks expensive but positive vibes keep rally going,1
Demand for sports equipment good in,1
swiss securitas to take up to stake in starburst under partnership agreement,1
petronas aborts us27b canada lng project blames prolonged oil price slump,0
credit November Finnish glass technology company Glaston Oyj Abp HEL GLA1V said today it concluded EUR74m revolving credit facility agreement with its core banks,1
In this case effect would negative in Finland,0
Tescos boss knows which side his bread buttered,1
singapore s smart city push cannot create smart nation without everyone s buyin,0
darco raising as much as s236mil from investor in equity and debt,1
gabungan aqrs fixes issue price for placement shares at rm135 apiece,1
Mongolia and Rio Tinto agree 5bn Oyu Tolgoi mine expansion,1
petdag s 4q net profit surges 206fold pays sen dividend,1
pretrial conference for penny stock crash saga set for june trial date to follow,0
uoa s 4q net profit rises plans sen dividend,1
IndoRussia trade can cross targeted billion dollars by and double to billion dollars by if trade irritants and procedural hassles resolved chamber said in its survey on obstacles to trade with Russia,1
Shell profit rises as company resist oil slump,1
battersea deal sharpens s p setia s focus on property development,1
changi airport group partners edb to launch s50 mil innovation programme,1
Brewer AB InBev seeks bln tieup with SABMiller,1
Tiimari Latvian representative Ineta Zaharova said that company earned LVL in profit which times more that in,1
acquisition of Elektros Pavara completes KONE s market expansion strategy in Baltic Countries,1
broadband prices to fall at least by year end says gobind,0
exposure to improving us office market makes this winning reit,1
Operating profit EUR mn compared to loss of EUR mn in corresponding period in,1
Finnish security and privacy software solutions developer Stonesoft Oyj said on January that preliminary sales of its StoneGate products grew by pct yearonyear to mln euro mln for fourth quarter of,1
genting s 2q net profit down declares sen dividend,1
moody s malaysian banks profitability deterioration seen in,0
najib appoints external audit firm to probe felda s klvc project,0
Production levels agreed with producers long time ago so fall in consumption will lead to losses,0
fastfood chain yum china rejects us176b hillhouse buyout offer source,0
emerging east asian bond yields rise amid uncertainties on us economic policy says adb,0
china can hit us tech firms where it hurts in tariff response,0
ang peng tiam s suspension to remain key nearterm overhang on talkmed cimb,0
taliworks corp 3q net profit up pays two sen dividend,1
bermaz auto 4qfy17 net profit down on lower domestic sales proposes sen dividend,0
hong kong bourse not casino says hkex ceo after big stock plunge,0
tm secures rm916m deal to provide digital terrestrial tv services to mytv,1
ioi properties says succeeded in s257b rm777b bid for singapore s central boulevard land,1
Oilfield services firm Petrofacs debt shoots up per cent,0
westports 3q net profit at rm15103 mil on revenue of rm47441 mil,1
company said that its comparable operating profit for JanuaryJune period fell short of last year s corresponding performance,0
tower it chose to add due to go into operation in summer will increase total capacity to broadsheet or tabloid pages with ability to run and 48page products side by side,1
Tesco chief excutive Dave Lewis sees encouraging signs despite profits tumble,1
bhic posts rm19m net loss in 1q on lower mro contribution lesser jobs,0
UK government cuts stake in Lloyds to below pct,0
tiles reportedly cracking in singapore hdb flats due to lower temperatures,0
indonesia cbank holds key rate says room for easing not too wide,1
power root 2q net profit down on higher costs forex losses,0
axiata seeking one or two big acquisitions to boost telco tower ranking,1
pharmaniaga falls after ministry says it s not sole concession holder to supply meds,0
from fried chicken to tractors yoma s multiple businesses picking up momentum,1
uob s 3q results above consensus but no cause for celebration,0
And broker repeated its buy rating based on expectations that current restructuring will lead to clear improvement in performance in Europe in,1
bnm keeps opr at says positive growth expected to sustained,1
further downside risk seen with slow 2h17 gdp says affin hwang capital,0
more malaysian firms supporting diversity and inclusion efforts says michael page,1
uob kay hian downgrades astro malaysia to hold price target rm190,0
trading in ekovest shares to suspended on monday and tuesday,0
world s biggest magazine paper maker said program to improve efficiency will include closing several of its least competitive mills and would cover all company s operations resulting in annual savings of some euro200 million US million,1
Finnish sports equipment maker Amer Sports Oyj HEL AMEAS said today that its net loss narrowed to EUR million USD m in second quarter of from EUR million in corresponding period year earlier,1
honda msia launches new civic aims to sell units per month,1
pecca group delays utilisation of rm26 mil ipo proceeds by another years,0
kao malaysia aims for market share growth from parenthood campaign,1
aeon co s 1q net profit falls on lower margin,0
peter bellew malaysia airlines chief probably toughest job in aviation now,0
wilmar reports rise in 1q earnings ceo kuok says spinoff listing of china ops possible,1
boj kuroda says solid us growth may push up usd upbeat on global outlook,1
Intel Atom processor tremendous success in marketplace since its launch over years ago said Pankaj Kedia director of global ecosystem programs for Intel Corp s Ultra Mobility Group,1
sumatec to raise rm400 mil to fund kazakh projects ventures into lpg production,1
malakoff s 3q net profit up recommends sen dividend,1
Operating profit EUR mn down from EUR mn,0
Glencore Agrees to Sell Minority Stake in Agriculture Business,1
cimb research expects stronger earnings growth from 2qfy18 onwards for astro,1
Xerox and Stora Enso teamed up to tailor iGen3 to shortrun ondemand packaging market,1
mbm resources 1q net profit drops due to oneoff gains last year,0
FastJet slams EasyJet founder Stelios for going public taking legal advice over letter about contractual,0
in Q1 April Finnish forest machinery and equipment maker Ponsse Oyj HEL PON1V said today that it expects to swing to net profit of some EUR6 m in first quarter of from EUR9 m loss year earlier,1
various factors led to airasia calling off china lcct plan,1
japan s kirin exits brazil beer market with us706 mil sale of unit to heineken,1
Finnish telecoms software developer Tecnomen Oyj said on December it won mln mln euro order to supply expansion of charging and messaging systems for mobile and fixed networks of Brasil Telecom,1
world s most powerful app squandering its lead tim culpan,1
minimal impact from indonesia s tax amnesty on singapore banks so far,1
mah sing names country s first woman chief judge of malaya as new chairman,1
isa says he last director to hauled up over fgv saga,0
klci to take cue from global markets struggle to defend 1800point level,0
AstraZenecas MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,1
This super nasty said Eric Schultze chief technology officer at Shavlik Technologies LLC St Paul Minnbased maker of patch management tools,0
ADP News Feb Finnish management software solutions provider Ixonos Oyj HEL XNS1V said today its net profit rose to EUR million USD m for from EUR million for,1
Vaahto which entered deal via its subsidiary Vaahto Pulp Paper Machinery will supply two of units in end of while remaining ones expected for delivery in beginning of,1
singapore s budget negative for developers positive for reits morgan stanley,0
Italy Probes Shells Role in Purchase of Nigerian Oil Block,0
Finnish elevators and escalators maker KONE Corporation said on Tuesday March that it received major order from Sir Robert McAlpine to supply all elevators and escalators for Watermark Place project in City of London,1
ecommerce in dominated by local market says department of statistics,1
February Finnish broadband data communication systems provider Teleste Oyj HEL TLT1V said Wednesday its net profit rocketed to EUR4 m in from EUR416 in and it lifted its dividend proposal,1
mdec seeks to boost growth of data professionals via data star programme,1
axiata s earnings in next few quarters to remain depressed says cimb ib research,0
milux partners major shareholder to venture into property development in pahang,1
Euro zone QE helps Standard Life firstquarter funds boost,1
vsi falls after acquiring stake in seeing machines,0
It also strong assets in electronic media employing increase of percent on last year,1
midas ceo says shares and money in china subsidiaries and associates frozen by courts,0
Within framework of partnership Nokia Siemens Networks signed initial framework purchase agreement with Sitronics subsidiary JSC Mikron which largest manufacturer and exporter of microelectronic components in Russia,1
This new representation extends Comptel s global presence to total of countries serving over customers in over countries worldwide,1
ghl reports rise in 1q profit on better shared services income,1
Tesco share price tumbles after negative broker note,0
Operating result showed loss of EUR mn while year before it showed profit of EUR mn,0
loss from demerger drags umw holdings deeper into red in 2q,0
Glencore Cuts Budget Plans To Divest From Lonmin,0
bina puri s listing of indonesia unit to improve bottomline contributions,1
Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in people laid off for around six weeks starting midMay it said,0
sumatec plans private placement to raise up to rm205m as working capital,1
state of nation good public transport system one way to help reduce household debt,1
depressed crude oil price will impact government finance says midf research,0
Analyst Views Astrazeneca shares seen recent volatility what will,0
According to report by Neomarkka Kuitu Finland s customers interested in buying company s products when it restarts production,1
EPS for quarter came in at eur up from eur year ago and ahead of forecast of eur,1
Ixonos estimates that it will hire specialists in mechanical engineering electronics design and RD for its new unit in Jyvaeskylae by end of,1
meituan said to attract hong kong tycoons to us44b ipo,1
rce capital 3q net profit up on higher interest fee income,1
Royal Mail and workers union agree pay deal,1
Finnish Larox signed contract with Talvivaara Project for delivery of filters to Talvivaara nickel mine in Sotkamo in Finland,1
SeaWind that en route from Finnish port of Turku to Stockholm got stuck in ice already around pm on Wednesday and Regal Star s journey from Swedish port of Kapellskar to Paldiski in northwestern Estonia cut short at am on Thursday,0
office segment drag for sunway reit on high vacancy rate,0
Operating profit improved by to EUR mn from EUR12 mn,1
padini s 3q net profit rises expects bestever fullyear earnings,1
However sales returned to growth in AprilJune CEO Pekka Eloholma said,1
Earnings per share EPS dropped to EUR from EUR,0
state of nation economic growth slows in 1q but improvement seen ahead,1
mas airasia suspends flights between kl and denpasarbali after mount agung eruption,0
Sales for Department Store Division increased by and sales for clothing store subsidiary Seppala increased by Meanwhile sales for Hobby Hall decreased by,1
Whitbread eyes savings price rises to offset wage rises,1
cityneon on track to meet earnings estimates despite higher gearing says maybank,1
US Seeks Huawei Records on Dealings With Sanctioned Nations,0
Sainsbury chief warns of squeeze on high street retailers,0
Finnish IT solutions provider Affecto Oyj HEL AFE1V said today its slipped to net loss of EUR USD in second quarter of from profit of EUR in corresponding period year earlier,0
amway s 1q net profit down on lower sales declares sen dividend,0
Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to mln euro mln for first quarter of fiscal ending October from euro mln for same period of fiscal,0
EPS dropped to EUR0 from EUR0,0
malaysian rubber board inks research agreement with fgv other rubber product makers,1
Jim Armitage Spare no tears as Glencores bosses paying such small price,0
you may sitting on goldmine if you own this stock,1
ytl power shares up as high as sen in morning trades,1
FDA panel backs safety updates for AstraZeneca Takeda drugs,1
KESKO FOOD LTD PRESS RELEASE AT Kesko Food Ltd launching major TV campaign to recruit as many as one hundred new Kfood retailers,1
don t get overexcited about oil topping us70,0
Government to sell off remaining stake in Royal Mail,0
Profit for period EUR mn up from EUR mn,1
ADP News Feb Finnish computer services company Proha Oyj HEL ART1V said today its net loss narrowed to EUR USD for from EUR million for,1
ringgit gains most in asia as oil s bounce brightens prospects,1
ADP News Feb Finnish fishing tackle company Rapala VMC Corp HEL RAP1V said today its net profit rose to EUR million USD m for from EUR million for,1
trade wise bank negara clears air on new rule for chairmen,1
One of challenges in oil production in North Sea scale formation that can plug pipelines and halt production,0
citic envirotech set to make splash with s1 bil water contracts up for grabs,1
ho hup plans rights issues to raise up to rm136m for working capital,1
Our decision and resolve on MeeGo only stronger she continued,1
Finnish media group Talentum issued profit warning,0
We tailored our solutions to meet Solel s technical requirements and result both costeffective manufacturing and highestquality reflectors,1
We reached agreement with union that flights will continue as normal Finnair spokesman Usko Maatta said,1
global air passenger demand rose yoy in says iata,1
guan eng review amendment of sst goods list by year end,1
vard bags s66 mil contract to build trawler for norwegian fishery,1
International sales rose by to EUR mn,1
Under agreement TietoEnator will provide Blyk with extended application and business process management services and IT infrastructure,1
Net cash flow from operations expected to remain positive,1
Net sales grew in period to x20ac million 585US million from x20ac million in,1
cimb ib research slashes target price for media prima to sen,0
just when you thought singapore s og woes over they ve surfaced again,0
Latest Buffett says cuts will pay off at Kraft Heinz,1
hrdf chief executive datuk cm vignaesvaran jeyandran tendered his resignation effective from today,1
amway 3q earnings jump on higher sales names martin liou new md,1
Earnings per share for JanuaryJune EUR0 increase of yearonyear EUR0,1
dbkl think city to upgrade nine historical laneways in kl city,1
hong kong s runaway property market may heading for fall,0
Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki OKM1V reported on Thursday August operating profit of EUR5 m for period JanuaryJune up from EUR3 m in corresponding period in,1
mercedesbenz s financing arm sees plenty of room for growth in malaysia,1
kim loong s 4q net profit up declares nine sen dividend,1
It will focus on improving its profitability next year by streamlining operations,1
So far Mr Galvan he able to avoid laying off workers,1
BHP Residents Brace as Cyclone Stan Nears Australian Coast,0
Singapore in May July Finnish air carrier Finnair Oyj HEL FIA1S said today it will open daily route to Singapore on May as part of its growth strategy in Asia,1
kossan s 4q net profit up on improved performance in gloves division,1
Turnover surged to EUR61 m from EUR47 m due to increasing service demand especially in third quarter and overall growth of its business,1
scan associates auditor expresses doubt over its ability to continue as going concern,0
Last year million passengers flew airline down percent from,0
Raisio s malting capacity in full use in,1
Barclays CEO Staley Says Brexit Slump Caused by Profit Fears,0
isr capital responds to queries raised by sgx in fy17 financial statements,1
bank sees potential for Getinge share to rise,1
3cnergy incorporates malaysian subsidiary to develop aged care centres nursing homes,1
transaction strengthens our position in design and branded goods said Fiskars president and CEO Heikki Allonen pointing out that two groups relatively few overlapping operations,1
dagang nexchange shares most active up on 4q profit rise,1
members of management team will contribute to adjustment measures with temporary salary cut of,1
idris jala replaces saw choo boon as chairman of heineken malaysia,1
company said that sales in three months to end of March slid to EUR86 m US m from EUR91 m last year,0
pac chief satisfied with arul kanda s answers so far,1
Sharm el Sheikh EasyJet axes all flights to Egypts leading holiday resort,0
not there yet but malaysia turning into failed state under najib says veteran journalist,0
lbs bina 2q profit up on higher takeup rate of properties,1
STX Finland Oy signed preliminary agreement for building of environmentally friendly new generation cruise ferry for Viking Line to manage on between Turku Finland and Stockholm Sweden withViking Line ABP,1
ihh healthcare to set up chinese jvco to provide specialised care services,1
nestle 1q s net profit up on strong domestic sales export growth,1
fbm klci rises with sp futures ahead of us rate decision,1
najib won t sue wsj in us can t get higher damages there says lawyer,1
One of Uponor s promising future products hydronic cooling system,1
cimb s overseas ops to come back strongly this year,1
putrajaya approves rm3335m more in funding for sapangan bay container port expansion,1
pos malaysia advances on intention to tap alibaba s growth,1
CORRECTEDShire to buy Dyax for about bln,1
Copper market may get 2003style supply shock from Glencore closures,0
For first nine months of Talvivaara s net loss narrowed to EUR million from EUR million for same period of,1
ex ho hup director ordered to pay ho hup us25m in loss and damages,0
of unhappy singaporeans looking to leave their jobs says ranstad,0
philippine cbank considering strong monetary action to tame price pressures,1
FTSE flat Standard Chartered leads risers,1
cimb research lowers target price for dagang nexchange to sen,1
this property reit owns one of singapore s best malls and business parks,1
hengyuan refining among top decliners as stock falls near,0
new policy also aimed at making companies more profitable and competitive,1
Shares in easyJet fall to threeyear low after Brexit profit warning,0
bassets continues to up stake in after saying not aware of privatisation plan,0
Ixonos rich heritage in developing leadership experiences in smartphone segment,1
FTSE rallies off threemonth low boosted by StanChart Sainsbury,1
UK regulators license BAT ecigarette as quitsmoking medicine,1
value of firm s forestry holdings increased by SEK bn,1
fair value of investment properties totaled EUR mn up from EUR mn in,1
boeing may lot to lose in chinaus trade war,0
kelington s unit bags rm70m civil job after profit drops in 1q,0
services also give supplier opportunity to keyin invoices receive orders electronically to send order confirmations and to upload and create electronic catalogues,1
trive property proposes private placement to raise rm605m for terengganu housing project,1
pasukhas to acquire stake in company to strengthen foothold in indonesian power plant biz,1
Efore s presence here also opens up new and interesting development opportunities for our students dean of Faculty of Electronics Communications and Automation at TKK said,1
both carmarkers consumers will hurt if trade war escalates geely,0
Finnish industrial investor Panostaja Oyj OMX Helsinki PNAAS OMX Helsinki PNABS said on Friday July that it signed deal to acquire entire share capital of Kospa Oy manufacturer of waste disposal equipment,1
new agreement which expands longestablished cooperation between companies involves transfer of certain engineering and documentation functions from Larox to Etteplan,1
tieup with epf helps reduce mrcb s cash flow burden analysts,1
Shire Sees Baxalta Deal Closing as Expected After New Rules,1
tycoon vincent tan categorically denies investment in blockchain tech project,0
Furthermore Bunge will also sign licensing agreement for Sunnuntai and Carlshamn Mejeri brands,1
top glove 1q net profit down on year at rm73m,1
pasukhas unit sues four companies for failing to return rented goods,0
Repair and maintenance business accounted for net sales of EUR mn up from EUR mn,1
we don t want rubbish like saifuddin in umno says ku nan,1
growth of net sales in first half of compared with first half of,1
blackrock hires goldman veteran to lead debt etf push in us,1
sasbadi to slightly affected by weak purchasing power and tough business environment says hlib research,0
Outokumpu of Finland stainless steel manufacturer plans to enter into supply agreement with Indian Railways,1
Higher bit rates for outgoing traffic improves enduser experience of mobile broadband services such as video conferencing file sharing and sending emails with attachments,1
mtd capital to develop putrajaya in philippines,1
good progress on indonesia tax amnesty but expenditure still issue nomura,1
Experian says receives class actions related to TMobile breach,0
It most awkward thing to use if you re holding phone with one hand,0
RBS warns of higher misconduct charges obstacles ahead,0
In addition to fireplace exports demand for lining stone exceeded level of earlier part of year and will continue to clearly brisker for remainder of year,1
Tesco leads leap in FTSE Marks Spencer drops,1
ranhill unit to raise up to rm650m via sukuk to redeem islamic notes,1
immediate support for landmarks seen at sen says alliancedbs research,1
home ministry ordered to pay damages over suspension of edge,0
Operating profit fell to EUR mn from EUR mn,0
umw holdings 4q net loss at rm286m revenue up on year at rm416b,0
In second quarter of company s net profit EUR1 m compared to net loss of EUR1 m in AprilJune,1
suncon up on touted strong footing to participate in lrt3 mrt projects,1
cimb ib research keeps add on sime darby raises target price to rm1022,1
Helsinkibased company which also owns Salomon Atomic and Suunto brands said net profit rose percent in three months through Dec to x20ac million 61US million from x20ac million year earlier,1
pound s fall on brexit fails to fuel london luxury home sales,0
Tata Steel working with StanChart for UK unit sale source,1
consortium zenith says won penang undersea tunnel project via open tender,1
labuan ibfc labuansabah bridge will help spur socioeconomic development of labuan,1
ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May at am increase in share capital of Aspo Plc totaling EUR registered today,1
closure of branches will enhance operational efficiency of banks say trade associations,1
Reuse back into PET bottles also steadily increased and rate of use in strapping tape picked up again after dip in Petcore said previously,1
Warren Buffetts Berkshire adds to favorites IBM Wells Fargo,1
For current year Raute expects its net sales to increase and operating result to positive,1
However he expects banks to provide alternative financing,1
ambank lowers base rate to blr to after opr cut,1
britain can t afford to close door to eu banks after brexit,0
group s operating loss EUR mn down from profit of EUR mn in,0
Metrics in QPR ScoreCard now support date text and milestonebased values which improve its support for managing projects around performance or processrelated content,1
Glencore shares rally after miner hits back,1
According to Finnish pension insurance company Varma Varma recipient of over two thirds of revenue of earningsrelated pension cover that under competitive tendering in Finland,1
acquisition will immediate positive impact on Aspocomp s financial result,1
Tekla will implement renewal in software versions which will introduced in spring,1
Department store sales improved by to EUR mn,1
indonesia names captain three officials as suspects in deadly ferry disaster,0
press metal 3q net profit down pays sen dividend,1
BP signs billion energy deal in Egypt,1
gamuda s penang transport master plan factored into latest state structure plan,0
Deals Help Shrink Glencores Mountain of Debt,1
sc annual report value of sukuk issuance up in,1
inflation in to range between and 1q could exceed bnm estimates,0
Morning Agenda Shires Deal for NPS,1
Altimo and TeliaSonera said yesterday that Usmanov would welcome to join new company,1
malaysia s export growth to slow to in september says ram ratings,0
keppel fels says contracts for five jackup rigs for transocean to novated to borr drilling,1
airasia x 2q net profit soars to rm4744m on forex gains,1
dr m they taken money now they lost money,0
company s goal to achieve annual savings of EUR million USD m of which two thirds to realized in,1
yong tai s new mall expected to ride on success of impression melaka shows,1
In recent months Capman taken significant steps to simplify its operations CEO Lennart Simonsen said,1
Making matters more difficult company said it grappling with higher oil and gas prices which pushed up cost of energy raw materials and transportation,0
macc to question fgv president zakaria over graft power abuse claims,0
Viking Line s cargo revenue increased by to EUR mn and cargo volume increased by to cargo units,1
Paper maker Stora Enso Oyj said Friday it acquitted of charges that it participated in paper pricefixing conspiracy in United States,1
Finnish forest industry group Stora Enso Oyj issued on Thursday March profit warning for first quarter,0
increase in capital stock registered in Finnish Trade Register on November,1
sime darby s ffb production growth expected to zero to,0
Retail giant Kingfisher reports solid start to year,1
bumi armada sets up jv to secure fpso project in ghana,1
mudajaya to cut stake in india power plant at rm491m loss,1
fgv s 4q net profit surges on forex gain on disposal,1
magnum s 2q net profit down pays sen dividend,1
mapletree logistics trust posts rise in 2q dpu to s pore cents,1
Operating profit rose to EUR mn from EUR in corresponding period in,1
capitaland mapletree continue to top apac rankings for highest total aum,1
protasco says to buy in new energy business co,1
It therefore seems that Finnish shipping company Viking Line will get subsidy it needs to order its new LNGfuelled vessel,1
Aberdeens shares slide as net outflows accelerate,0
companies agreed on longterm cooperation to mechanise harvesting in Stora Enso s eucalyptus plantations in Southern China,1
Operating profit of Asian plants grew markedly,1
uem sunrise fy17 profit up at rm280m as sales top forecast,1
Standard Chartered CEO Peter Sands to Resign After Unrest at Bank,0
indonesia central bank confident on yields as it assesses rate path,1
we facilitated 1mdb probe by providing witness testimony supporting documents,1
Net sales fell by from third quarter of to EUR mn,0
BG AD Bulgaria s leading Internet company,1
gsh launches coral bay condo in sabah s sutera harbour resort,1
BP Statoil to Withdraw Staff From Algeria Following Rocket Attack,0
rafizi dares nfc to make public minutes showing rm50 mil approval,1
Finnish consulting and engineering group Poyry Plc OMX Helsinki POY said on Wednesday October that it awarded contract by Tanqia Dibba FZC as ownerengineer for wastewater system of Dibba Emirate of Fujairah UAE,1
Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki SAL1V on Wednesday November lowered its fullyear net sales estimate,0
malakoff among qualified bidders picked by abu dhabi for 550m water project,1
Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected hostile EUR1 billion billion offer from buyout shop Nordic Capital giving new life to possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA,1
uoa development fy17 earnings to driven by stellar property sales in fy16,1
services supplier Efore Plc to streamline operations in Finland and US Finnish electronic systems and services supplier Efore Plc OMX Helsinki EFO1V said on Tuesday February that it initiated statutory negotiations regarding streamlining of its operations in Finland,1
batu kawan again only malaysian firm on forbes asia s fabulous list,1
RPTUK supermarkets braced for battle as Tesco comes out fighting,1
FTSE boosted by Dixons Carphone with Fed in focus,1
REFILEUPDATE 4Britains Lloyds to pay first dividend since rescue,1
SABMiller buys Meantime to quench thirst for craft beer,1
maybulk s 2q net loss jumps to rm151m on posh s impairment loss,0
sime darby 1q net profit up on year at rm443m,1
Operating profit totalled EUR mn down from EUR mn in first half of,0
analysts see light at end of tunnel amid ezion s ausgroup loan capitalisation,1
ADP News Feb Finnish wood products technology supplier Raute Oyj HEL RUTAV said today its net profit decreased to EUR million USD m for from EUR million for,0
Operating profit fell to EUR mn from EUR mn in third quarter of,0
oil ends in downbeat mood hangover to long and painful,0
Prudential Financial quarterly profit rises pct,1
singapore travellers rates tokyo and bangkok as top business and leisure destinations,1
